document	spamminess	hamminess	prediction	class
TRAINING/TRAIN_00079.tfidf	0.124725	0.127003	1	1
TRAINING/TRAIN_00080.tfidf	0.139820	0.100070	0	0
TRAINING/TRAIN_00081.tfidf	0.166096	0.231408	1	1
TRAINING/TRAIN_00082.tfidf	0.109067	0.075932	0	0
TRAINING/TRAIN_00083.tfidf	0.178253	0.239702	1	1
TRAINING/TRAIN_00084.tfidf	0.113525	0.140771	1	1
TRAINING/TRAIN_00085.tfidf	0.104867	0.170311	1	1
TRAINING/TRAIN_00086.tfidf	0.139588	0.166808	1	1
TRAINING/TRAIN_00087.tfidf	0.138480	0.230669	1	1
TRAINING/TRAIN_00088.tfidf	0.135932	0.194582	1	1
TRAINING/TRAIN_00089.tfidf	0.085592	0.217513	1	1
TRAINING/TRAIN_00090.tfidf	0.099286	0.134588	1	1
TRAINING/TRAIN_00091.tfidf	0.102889	0.152194	1	1
TRAINING/TRAIN_00092.tfidf	0.145072	0.099737	0	0
TRAINING/TRAIN_00093.tfidf	0.392790	0.364229	0	0
TRAINING/TRAIN_00094.tfidf	0.105015	0.124338	1	1
TRAINING/TRAIN_00095.tfidf	0.134288	0.275903	1	1
TRAINING/TRAIN_00096.tfidf	0.119300	0.169496	1	1
TRAINING/TRAIN_00097.tfidf	0.157240	0.106729	0	0
TRAINING/TRAIN_00098.tfidf	0.095984	0.115205	1	1
TRAINING/TRAIN_00099.tfidf	0.021289	0.013017	0	0
TRAINING/TRAIN_00100.tfidf	0.264877	0.224121	0	0
TRAINING/TRAIN_00101.tfidf	0.119387	0.139664	1	1
TRAINING/TRAIN_00102.tfidf	0.142208	0.286528	1	1
TRAINING/TRAIN_00103.tfidf	0.158666	0.254714	1	1
TRAINING/TRAIN_00104.tfidf	0.201830	0.188039	0	0
TRAINING/TRAIN_00105.tfidf	0.104156	0.024390	0	0
TRAINING/TRAIN_00106.tfidf	0.234686	0.299402	1	1
TRAINING/TRAIN_00107.tfidf	0.190876	0.131797	0	0
TRAINING/TRAIN_00108.tfidf	0.193296	0.108014	0	0
TRAINING/TRAIN_00109.tfidf	0.256268	0.275167	1	1
TRAINING/TRAIN_00110.tfidf	0.117450	0.113743	0	0
TRAINING/TRAIN_00111.tfidf	0.158202	0.265341	1	1
TRAINING/TRAIN_00112.tfidf	0.129744	0.208704	1	1
TRAINING/TRAIN_00113.tfidf	0.091278	0.262200	1	1
TRAINING/TRAIN_00114.tfidf	0.233983	0.160584	0	0
TRAINING/TRAIN_00115.tfidf	0.198314	0.271800	1	1
TRAINING/TRAIN_00116.tfidf	0.144342	0.123498	0	0
TRAINING/TRAIN_00117.tfidf	0.155809	0.240786	1	1
TRAINING/TRAIN_00118.tfidf	0.183932	0.252565	1	1
TRAINING/TRAIN_00119.tfidf	0.150328	0.185266	1	1
TRAINING/TRAIN_00120.tfidf	0.134844	0.118102	0	0
TRAINING/TRAIN_00121.tfidf	0.131066	0.124688	0	0
TRAINING/TRAIN_00122.tfidf	0.039189	0.031598	0	0
TRAINING/TRAIN_00123.tfidf	0.128768	0.110384	0	0
TRAINING/TRAIN_00124.tfidf	0.127992	0.106166	0	0
TRAINING/TRAIN_00125.tfidf	0.144036	0.163917	1	1
TRAINING/TRAIN_00126.tfidf	0.125636	0.232477	1	1
TRAINING/TRAIN_00127.tfidf	0.164024	0.239200	1	1
TRAINING/TRAIN_00128.tfidf	0.270211	0.291881	1	1
TRAINING/TRAIN_00129.tfidf	0.060393	0.127061	1	1
TRAINING/TRAIN_00130.tfidf	0.120459	0.178602	1	1
TRAINING/TRAIN_00131.tfidf	0.108530	0.183350	1	1
TRAINING/TRAIN_00132.tfidf	0.096798	0.084482	0	0
TRAINING/TRAIN_00133.tfidf	0.085810	0.129824	1	1
TRAINING/TRAIN_00134.tfidf	0.118400	0.232760	1	1
TRAINING/TRAIN_00135.tfidf	0.198055	0.234803	1	1
TRAINING/TRAIN_00136.tfidf	0.173177	0.234122	1	1
TRAINING/TRAIN_00137.tfidf	0.253763	0.200874	0	0
TRAINING/TRAIN_00138.tfidf	0.162992	0.269326	1	1
TRAINING/TRAIN_00139.tfidf	0.185392	0.227131	1	1
TRAINING/TRAIN_00140.tfidf	0.407590	0.425803	1	1
TRAINING/TRAIN_00141.tfidf	0.281271	0.303832	1	1
TRAINING/TRAIN_00142.tfidf	0.256207	0.226969	0	0
TRAINING/TRAIN_00143.tfidf	0.084782	0.195940	1	1
TRAINING/TRAIN_00144.tfidf	0.120170	0.082555	0	0
TRAINING/TRAIN_00145.tfidf	0.159666	0.310334	1	1
TRAINING/TRAIN_00146.tfidf	0.101108	0.082862	0	0
TRAINING/TRAIN_00147.tfidf	0.180929	0.179369	0	1
TRAINING/TRAIN_00148.tfidf	0.129731	0.159065	1	1
TRAINING/TRAIN_00149.tfidf	0.186413	0.284685	1	1
TRAINING/TRAIN_00150.tfidf	0.141097	0.271061	1	1
TRAINING/TRAIN_00151.tfidf	0.042746	0.039064	0	0
TRAINING/TRAIN_00152.tfidf	0.122902	0.301035	1	1
TRAINING/TRAIN_00153.tfidf	0.149088	0.107239	0	0
TRAINING/TRAIN_00154.tfidf	0.190902	0.228946	1	1
TRAINING/TRAIN_00155.tfidf	0.096180	0.095443	0	0
TRAINING/TRAIN_00156.tfidf	0.213577	0.375823	1	1
TRAINING/TRAIN_00157.tfidf	0.124538	0.170954	1	1
TRAINING/TRAIN_00158.tfidf	0.051963	0.085566	1	1
TRAINING/TRAIN_00159.tfidf	0.205509	0.337648	1	1
TRAINING/TRAIN_00160.tfidf	0.085418	0.132001	1	1
TRAINING/TRAIN_00161.tfidf	0.088826	0.171150	1	1
TRAINING/TRAIN_00162.tfidf	0.175172	0.197421	1	1
TRAINING/TRAIN_00163.tfidf	0.151623	0.096317	0	0
TRAINING/TRAIN_00164.tfidf	0.172445	0.302408	1	1
TRAINING/TRAIN_00165.tfidf	0.244806	0.339678	1	1
TRAINING/TRAIN_00166.tfidf	0.310630	0.280939	0	0
TRAINING/TRAIN_00167.tfidf	0.107870	0.224914	1	1
TRAINING/TRAIN_00168.tfidf	0.133080	0.172318	1	1
TRAINING/TRAIN_00169.tfidf	0.153338	0.235028	1	1
TRAINING/TRAIN_00170.tfidf	0.190762	0.159658	0	0
TRAINING/TRAIN_00171.tfidf	0.089809	0.142625	1	1
TRAINING/TRAIN_00172.tfidf	0.126044	0.175055	1	1
TRAINING/TRAIN_00173.tfidf	0.139327	0.287330	1	1
TRAINING/TRAIN_00174.tfidf	0.131319	0.183990	1	1
TRAINING/TRAIN_00175.tfidf	0.167536	0.212857	1	1
TRAINING/TRAIN_00176.tfidf	0.162227	0.136164	0	0
TRAINING/TRAIN_00177.tfidf	0.128208	0.165629	1	1
TRAINING/TRAIN_00178.tfidf	0.113525	0.140771	1	1
TRAINING/TRAIN_00179.tfidf	0.110159	0.132428	1	1
TRAINING/TRAIN_00180.tfidf	0.139867	0.210982	1	1
TRAINING/TRAIN_00181.tfidf	0.197232	0.313233	1	1
TRAINING/TRAIN_00182.tfidf	0.166114	0.221567	1	1
TRAINING/TRAIN_00183.tfidf	0.192606	0.207230	1	1
TRAINING/TRAIN_00184.tfidf	0.192356	0.304412	1	1
TRAINING/TRAIN_00185.tfidf	0.220642	0.335283	1	1
TRAINING/TRAIN_00186.tfidf	0.097374	0.248457	1	1
TRAINING/TRAIN_00187.tfidf	0.121676	0.092682	0	0
TRAINING/TRAIN_00188.tfidf	0.059124	0.067153	1	0
TRAINING/TRAIN_00189.tfidf	0.108004	0.106448	0	1
TRAINING/TRAIN_00190.tfidf	0.099018	0.052251	0	0
TRAINING/TRAIN_00191.tfidf	0.127207	0.182749	1	1
TRAINING/TRAIN_00192.tfidf	0.188752	0.330891	1	1
TRAINING/TRAIN_00193.tfidf	0.292275	0.334070	1	0
TRAINING/TRAIN_00194.tfidf	0.176920	0.120549	0	0
TRAINING/TRAIN_00195.tfidf	0.186934	0.333773	1	1
TRAINING/TRAIN_00196.tfidf	0.120084	0.231834	1	1
TRAINING/TRAIN_00197.tfidf	0.125514	0.254362	1	1
TRAINING/TRAIN_00198.tfidf	0.000000	0.000000	0	0
TRAINING/TRAIN_00199.tfidf	0.113746	0.078353	0	0
TRAINING/TRAIN_00200.tfidf	0.236468	0.216634	0	0
TRAINING/TRAIN_00201.tfidf	0.202154	0.133710	0	0
TRAINING/TRAIN_00202.tfidf	0.071083	0.075389	1	0
TRAINING/TRAIN_00203.tfidf	0.092630	0.245919	1	1
TRAINING/TRAIN_00204.tfidf	0.175750	0.319913	1	1
TRAINING/TRAIN_00205.tfidf	0.099812	0.114150	1	1
TRAINING/TRAIN_00206.tfidf	0.154064	0.235385	1	1
TRAINING/TRAIN_00207.tfidf	0.217870	0.261789	1	1
TRAINING/TRAIN_00208.tfidf	0.218417	0.175119	0	0
TRAINING/TRAIN_00209.tfidf	0.113991	0.169984	1	1
TRAINING/TRAIN_00210.tfidf	0.136693	0.156232	1	1
TRAINING/TRAIN_00211.tfidf	0.040390	0.053735	1	1
TRAINING/TRAIN_00212.tfidf	0.074246	0.096806	1	1
TRAINING/TRAIN_00213.tfidf	0.144151	0.124271	0	0
TRAINING/TRAIN_00214.tfidf	0.155198	0.239368	1	1
TRAINING/TRAIN_00215.tfidf	0.022627	0.026203	1	0
TRAINING/TRAIN_00216.tfidf	0.140837	0.173077	1	0
TRAINING/TRAIN_00217.tfidf	0.152085	0.141067	0	0
TRAINING/TRAIN_00218.tfidf	0.056180	0.049144	0	0
TRAINING/TRAIN_00219.tfidf	0.196294	0.245362	1	1
TRAINING/TRAIN_00220.tfidf	0.099018	0.052251	0	0
TRAINING/TRAIN_00221.tfidf	0.042359	0.039314	0	0
TRAINING/TRAIN_00222.tfidf	0.295308	0.406602	1	1
TRAINING/TRAIN_00223.tfidf	0.199165	0.181368	0	0
TRAINING/TRAIN_00224.tfidf	0.018576	0.009572	0	0
TRAINING/TRAIN_00225.tfidf	0.133378	0.279955	1	1
TRAINING/TRAIN_00226.tfidf	0.209830	0.185413	0	0
TRAINING/TRAIN_00227.tfidf	0.135586	0.127564	0	0
TRAINING/TRAIN_00228.tfidf	0.098085	0.141220	1	1
TRAINING/TRAIN_00229.tfidf	0.251667	0.380830	1	1
TRAINING/TRAIN_00230.tfidf	0.064336	0.072618	1	0
TRAINING/TRAIN_00231.tfidf	0.066626	0.059546	0	0
TRAINING/TRAIN_00232.tfidf	0.359499	0.459620	1	1
TRAINING/TRAIN_00233.tfidf	0.155500	0.199308	1	1
TRAINING/TRAIN_00234.tfidf	0.170192	0.189827	1	1
TRAINING/TRAIN_00235.tfidf	0.125673	0.092468	0	0
TRAINING/TRAIN_00236.tfidf	0.179905	0.261572	1	1
TRAINING/TRAIN_00237.tfidf	0.126683	0.215607	1	1
TRAINING/TRAIN_00238.tfidf	0.201426	0.364988	1	1
TRAINING/TRAIN_00239.tfidf	0.135679	0.265249	1	1
TRAINING/TRAIN_00240.tfidf	0.101566	0.122865	1	1
TRAINING/TRAIN_00241.tfidf	0.198513	0.228477	1	1
TRAINING/TRAIN_00242.tfidf	0.447463	0.449908	1	0
TRAINING/TRAIN_00243.tfidf	0.070355	0.108201	1	1
TRAINING/TRAIN_00244.tfidf	0.120718	0.167521	1	1
TRAINING/TRAIN_00245.tfidf	0.150947	0.217237	1	1
TRAINING/TRAIN_00246.tfidf	0.114902	0.275055	1	1
TRAINING/TRAIN_00247.tfidf	0.191718	0.300223	1	1
TRAINING/TRAIN_00248.tfidf	0.127865	0.108458	0	0
TRAINING/TRAIN_00249.tfidf	0.104359	0.183240	1	1
TRAINING/TRAIN_00250.tfidf	0.183629	0.164902	0	1
TRAINING/TRAIN_00251.tfidf	0.183595	0.322083	1	1
TRAINING/TRAIN_00252.tfidf	0.126095	0.183290	1	1
TRAINING/TRAIN_00253.tfidf	0.138421	0.226854	1	1
TRAINING/TRAIN_00254.tfidf	0.202510	0.133814	0	0
TRAINING/TRAIN_00255.tfidf	0.175768	0.125228	0	0
TRAINING/TRAIN_00256.tfidf	0.065579	0.122905	1	1
TRAINING/TRAIN_00257.tfidf	0.241686	0.282891	1	0
TRAINING/TRAIN_00258.tfidf	0.200467	0.142703	0	0
TRAINING/TRAIN_00259.tfidf	0.112983	0.172992	1	1
TRAINING/TRAIN_00260.tfidf	0.123476	0.097330	0	0
TRAINING/TRAIN_00261.tfidf	0.152455	0.246471	1	1
TRAINING/TRAIN_00262.tfidf	0.203310	0.211746	1	1
TRAINING/TRAIN_00263.tfidf	0.172422	0.246713	1	1
TRAINING/TRAIN_00264.tfidf	0.157794	0.265454	1	1
TRAINING/TRAIN_00265.tfidf	0.296100	0.265320	0	0
TRAINING/TRAIN_00266.tfidf	0.078776	0.106923	1	1
TRAINING/TRAIN_00267.tfidf	0.244042	0.222906	0	0
TRAINING/TRAIN_00268.tfidf	0.179110	0.317635	1	1
TRAINING/TRAIN_00269.tfidf	0.175977	0.302415	1	1
TRAINING/TRAIN_00270.tfidf	0.200083	0.291946	1	1
TRAINING/TRAIN_00271.tfidf	0.072720	0.122697	1	1
TRAINING/TRAIN_00272.tfidf	0.116849	0.163736	1	1
TRAINING/TRAIN_00273.tfidf	0.212285	0.194165	0	0
TRAINING/TRAIN_00274.tfidf	0.181369	0.262761	1	1
TRAINING/TRAIN_00275.tfidf	0.147585	0.312760	1	1
TRAINING/TRAIN_00276.tfidf	0.178443	0.312137	1	1
TRAINING/TRAIN_00277.tfidf	0.105495	0.171627	1	1
TRAINING/TRAIN_00278.tfidf	0.098836	0.077212	0	0
TRAINING/TRAIN_00279.tfidf	0.158228	0.322620	1	1
TRAINING/TRAIN_00280.tfidf	0.044038	0.078389	1	1
TRAINING/TRAIN_00281.tfidf	0.090068	0.068238	0	0
TRAINING/TRAIN_00282.tfidf	0.135848	0.107552	0	0
TRAINING/TRAIN_00283.tfidf	0.223045	0.275344	1	1
TRAINING/TRAIN_00284.tfidf	0.100724	0.174227	1	1
TRAINING/TRAIN_00285.tfidf	0.172667	0.168998	0	0
TRAINING/TRAIN_00286.tfidf	0.191630	0.179587	0	0
TRAINING/TRAIN_00287.tfidf	0.120014	0.106765	0	0
TRAINING/TRAIN_00288.tfidf	0.129343	0.091547	0	0
TRAINING/TRAIN_00289.tfidf	0.132554	0.096848	0	0
TRAINING/TRAIN_00290.tfidf	0.148225	0.186728	1	1
TRAINING/TRAIN_00291.tfidf	0.079053	0.071312	0	0
TRAINING/TRAIN_00292.tfidf	0.136610	0.226429	1	1
TRAINING/TRAIN_00293.tfidf	0.117930	0.137882	1	1
TRAINING/TRAIN_00294.tfidf	0.274892	0.366346	1	1
TRAINING/TRAIN_00295.tfidf	0.153324	0.123156	0	0
TRAINING/TRAIN_00296.tfidf	0.115243	0.134444	1	1
TRAINING/TRAIN_00297.tfidf	0.056009	0.134703	1	1
TRAINING/TRAIN_00298.tfidf	0.023663	0.014777	0	0
TRAINING/TRAIN_00299.tfidf	0.148477	0.195501	1	1
TRAINING/TRAIN_00300.tfidf	0.149118	0.210590	1	1
TRAINING/TRAIN_00301.tfidf	0.106681	0.155377	1	1
TRAINING/TRAIN_00302.tfidf	0.104328	0.241210	1	1
TRAINING/TRAIN_00303.tfidf	0.111684	0.105879	0	0
TRAINING/TRAIN_00304.tfidf	0.212534	0.333826	1	1
TRAINING/TRAIN_00305.tfidf	0.055729	0.085651	1	1
TRAINING/TRAIN_00306.tfidf	0.013445	0.005979	0	0
TRAINING/TRAIN_00307.tfidf	0.127198	0.300582	1	1
TRAINING/TRAIN_00308.tfidf	0.131066	0.124688	0	0
TRAINING/TRAIN_00309.tfidf	0.154425	0.121860	0	0
TRAINING/TRAIN_00310.tfidf	0.031897	0.022423	0	0
TRAINING/TRAIN_00311.tfidf	0.157548	0.295126	1	1
TRAINING/TRAIN_00312.tfidf	0.098511	0.079777	0	0
TRAINING/TRAIN_00313.tfidf	0.203288	0.315015	1	1
TRAINING/TRAIN_00314.tfidf	0.102575	0.034400	0	0
TRAINING/TRAIN_00315.tfidf	0.088134	0.074620	0	0
TRAINING/TRAIN_00316.tfidf	0.093388	0.254164	1	1
TRAINING/TRAIN_00317.tfidf	0.152904	0.151736	0	1
TRAINING/TRAIN_00318.tfidf	0.126458	0.084635	0	0
TRAINING/TRAIN_00319.tfidf	0.165339	0.131543	0	0
TRAINING/TRAIN_00320.tfidf	0.068561	0.114187	1	1
TRAINING/TRAIN_00321.tfidf	0.054335	0.055091	1	0
TRAINING/TRAIN_00322.tfidf	0.100641	0.076202	0	0
TRAINING/TRAIN_00323.tfidf	0.155728	0.235158	1	1
TRAINING/TRAIN_00324.tfidf	0.185934	0.184573	0	0
TRAINING/TRAIN_00325.tfidf	0.126819	0.250515	1	1
TRAINING/TRAIN_00326.tfidf	0.131679	0.196694	1	1
TRAINING/TRAIN_00327.tfidf	0.109869	0.138405	1	1
TRAINING/TRAIN_00328.tfidf	0.231051	0.159460	0	0
TRAINING/TRAIN_00329.tfidf	0.105209	0.211213	1	1
TRAINING/TRAIN_00330.tfidf	0.134165	0.181168	1	1
TRAINING/TRAIN_00331.tfidf	0.200569	0.277543	1	1
TRAINING/TRAIN_00332.tfidf	0.062162	0.103973	1	1
TRAINING/TRAIN_00333.tfidf	0.166526	0.242923	1	1
TRAINING/TRAIN_00334.tfidf	0.206846	0.265782	1	1
TRAINING/TRAIN_00335.tfidf	0.423419	0.443452	1	1
TRAINING/TRAIN_00336.tfidf	0.049117	0.026928	0	0
TRAINING/TRAIN_00337.tfidf	0.183345	0.252749	1	1
TRAINING/TRAIN_00338.tfidf	0.055681	0.040582	0	0
TRAINING/TRAIN_00339.tfidf	0.175145	0.238779	1	1
TRAINING/TRAIN_00340.tfidf	0.234492	0.332686	1	1
TRAINING/TRAIN_00341.tfidf	0.127803	0.196302	1	1
TRAINING/TRAIN_00342.tfidf	0.279099	0.321785	1	1
TRAINING/TRAIN_00343.tfidf	0.225022	0.281476	1	1
TRAINING/TRAIN_00344.tfidf	0.189284	0.163673	0	0
TRAINING/TRAIN_00345.tfidf	0.170323	0.229136	1	1
TRAINING/TRAIN_00346.tfidf	0.089895	0.136861	1	1
TRAINING/TRAIN_00347.tfidf	0.196547	0.258057	1	1
TRAINING/TRAIN_00348.tfidf	0.227386	0.355189	1	1
TRAINING/TRAIN_00349.tfidf	0.180788	0.304471	1	1
TRAINING/TRAIN_00350.tfidf	0.129154	0.251257	1	1
TRAINING/TRAIN_00351.tfidf	0.195052	0.258865	1	1
TRAINING/TRAIN_00352.tfidf	0.108236	0.157291	1	1
TRAINING/TRAIN_00353.tfidf	0.111322	0.108375	0	0
TRAINING/TRAIN_00354.tfidf	0.087049	0.062624	0	0
TRAINING/TRAIN_00355.tfidf	0.263006	0.251243	0	0
TRAINING/TRAIN_00356.tfidf	0.204085	0.126720	0	0
TRAINING/TRAIN_00357.tfidf	0.195282	0.251565	1	1
TRAINING/TRAIN_00358.tfidf	0.449692	0.538536	1	1
TRAINING/TRAIN_00359.tfidf	0.156104	0.213059	1	1
TRAINING/TRAIN_00360.tfidf	0.126244	0.109706	0	0
TRAINING/TRAIN_00361.tfidf	0.126434	0.087298	0	0
TRAINING/TRAIN_00362.tfidf	0.346874	0.359096	1	1
TRAINING/TRAIN_00363.tfidf	0.155883	0.201317	1	1
TRAINING/TRAIN_00364.tfidf	0.079592	0.157775	1	1
TRAINING/TRAIN_00365.tfidf	0.186006	0.138086	0	0
TRAINING/TRAIN_00366.tfidf	0.101903	0.153027	1	1
TRAINING/TRAIN_00367.tfidf	0.230154	0.387776	1	1
TRAINING/TRAIN_00368.tfidf	0.306104	0.342219	1	1
TRAINING/TRAIN_00369.tfidf	0.168500	0.268108	1	1
TRAINING/TRAIN_00370.tfidf	0.095046	0.128839	1	1
TRAINING/TRAIN_00371.tfidf	0.151623	0.096317	0	0
TRAINING/TRAIN_00372.tfidf	0.155103	0.240883	1	1
TRAINING/TRAIN_00373.tfidf	0.163773	0.215543	1	1
TRAINING/TRAIN_00374.tfidf	0.075283	0.129357	1	0
TRAINING/TRAIN_00375.tfidf	0.199565	0.229953	1	1
TRAINING/TRAIN_00376.tfidf	0.110655	0.178458	1	1
TRAINING/TRAIN_00377.tfidf	0.166008	0.260002	1	1
TRAINING/TRAIN_00378.tfidf	0.172529	0.194882	1	1
TRAINING/TRAIN_00379.tfidf	0.250795	0.162162	0	0
TRAINING/TRAIN_00380.tfidf	0.180344	0.127533	0	0
TRAINING/TRAIN_00381.tfidf	0.209708	0.294858	1	1
TRAINING/TRAIN_00382.tfidf	0.196851	0.342429	1	1
TRAINING/TRAIN_00383.tfidf	0.124063	0.191453	1	1
TRAINING/TRAIN_00384.tfidf	0.191118	0.122941	0	0
TRAINING/TRAIN_00385.tfidf	0.221579	0.199320	0	0
TRAINING/TRAIN_00386.tfidf	0.031906	0.022427	0	0
TRAINING/TRAIN_00387.tfidf	0.111303	0.138625	1	1
TRAINING/TRAIN_00388.tfidf	0.180053	0.228001	1	1
TRAINING/TRAIN_00389.tfidf	0.140706	0.164301	1	1
TRAINING/TRAIN_00390.tfidf	0.169870	0.137998	0	0
TRAINING/TRAIN_00391.tfidf	0.101552	0.112612	1	1
TRAINING/TRAIN_00392.tfidf	0.141974	0.092847	0	0
TRAINING/TRAIN_00393.tfidf	0.178385	0.303608	1	1
TRAINING/TRAIN_00394.tfidf	0.141042	0.120541	0	0
TRAINING/TRAIN_00395.tfidf	0.157167	0.183249	1	1
TRAINING/TRAIN_00396.tfidf	0.109198	0.142404	1	1
TRAINING/TRAIN_00397.tfidf	0.132998	0.294868	1	1
TRAINING/TRAIN_00398.tfidf	0.107689	0.154149	1	1
TRAINING/TRAIN_00399.tfidf	0.186096	0.303316	1	1
TRAINING/TRAIN_00400.tfidf	0.033662	0.025464	0	0
TRAINING/TRAIN_00401.tfidf	0.147424	0.158878	1	1
TRAINING/TRAIN_00402.tfidf	0.146599	0.232087	1	1
TRAINING/TRAIN_00403.tfidf	0.072412	0.137127	1	1
TRAINING/TRAIN_00404.tfidf	0.148403	0.106240	0	0
TRAINING/TRAIN_00405.tfidf	0.301643	0.365801	1	1
TRAINING/TRAIN_00406.tfidf	0.163189	0.299842	1	1
TRAINING/TRAIN_00407.tfidf	0.281442	0.390086	1	1
TRAINING/TRAIN_00408.tfidf	0.152076	0.119107	0	0
TRAINING/TRAIN_00409.tfidf	0.202516	0.201141	0	1
