document	spamminess	hamminess	prediction	class
TRAINING/TRAIN_00053.tfidf	0.135944	0.219017	1	1
TRAINING/TRAIN_00054.tfidf	0.156158	0.154672	0	0
TRAINING/TRAIN_00055.tfidf	0.068248	0.119645	1	1
TRAINING/TRAIN_00056.tfidf	0.056293	0.100383	1	1
TRAINING/TRAIN_00057.tfidf	0.045783	0.131529	1	1
TRAINING/TRAIN_00058.tfidf	0.112302	0.186140	1	1
TRAINING/TRAIN_00059.tfidf	0.285586	0.246438	0	0
TRAINING/TRAIN_00060.tfidf	0.057950	0.063244	1	0
TRAINING/TRAIN_00061.tfidf	0.144626	0.227221	1	1
TRAINING/TRAIN_00062.tfidf	0.114807	0.189144	1	1
TRAINING/TRAIN_00063.tfidf	0.124023	0.161660	1	1
TRAINING/TRAIN_00064.tfidf	0.076525	0.099239	1	1
TRAINING/TRAIN_00065.tfidf	0.004620	0.008249	1	0
TRAINING/TRAIN_00066.tfidf	0.145178	0.186393	1	1
TRAINING/TRAIN_00067.tfidf	0.113717	0.117181	1	0
TRAINING/TRAIN_00068.tfidf	0.179608	0.155412	0	0
TRAINING/TRAIN_00069.tfidf	0.096068	0.126048	1	1
TRAINING/TRAIN_00070.tfidf	0.073659	0.132886	1	1
TRAINING/TRAIN_00071.tfidf	0.105441	0.239755	1	1
TRAINING/TRAIN_00072.tfidf	0.092064	0.075857	0	0
TRAINING/TRAIN_00073.tfidf	0.095188	0.085828	0	0
TRAINING/TRAIN_00074.tfidf	0.038060	0.082438	1	1
TRAINING/TRAIN_00075.tfidf	0.042650	0.033343	0	0
TRAINING/TRAIN_00076.tfidf	0.076747	0.071229	0	0
TRAINING/TRAIN_00077.tfidf	0.062346	0.105450	1	1
TRAINING/TRAIN_00078.tfidf	0.073152	0.122510	1	1
TRAINING/TRAIN_00079.tfidf	0.121971	0.123458	1	1
TRAINING/TRAIN_00080.tfidf	0.080050	0.068391	0	0
TRAINING/TRAIN_00081.tfidf	0.163314	0.217589	1	1
TRAINING/TRAIN_00082.tfidf	0.051307	0.045542	0	0
TRAINING/TRAIN_00083.tfidf	0.116790	0.177075	1	1
TRAINING/TRAIN_00084.tfidf	0.094056	0.118260	1	1
TRAINING/TRAIN_00085.tfidf	0.081949	0.139589	1	1
TRAINING/TRAIN_00086.tfidf	0.075095	0.119504	1	1
TRAINING/TRAIN_00087.tfidf	0.091588	0.175960	1	1
TRAINING/TRAIN_00088.tfidf	0.087409	0.162839	1	1
TRAINING/TRAIN_00089.tfidf	0.045913	0.131417	1	1
TRAINING/TRAIN_00090.tfidf	0.085204	0.117085	1	1
TRAINING/TRAIN_00091.tfidf	0.077018	0.116727	1	1
TRAINING/TRAIN_00092.tfidf	0.075112	0.064138	0	0
TRAINING/TRAIN_00093.tfidf	0.436714	0.386976	0	0
TRAINING/TRAIN_00094.tfidf	0.062917	0.105149	1	1
TRAINING/TRAIN_00095.tfidf	0.098193	0.202134	1	1
TRAINING/TRAIN_00096.tfidf	0.073710	0.134921	1	1
TRAINING/TRAIN_00097.tfidf	0.082100	0.062027	0	0
TRAINING/TRAIN_00098.tfidf	0.068614	0.094195	1	1
TRAINING/TRAIN_00099.tfidf	0.014033	0.011665	0	0
TRAINING/TRAIN_00100.tfidf	0.204782	0.186494	0	0
TRAINING/TRAIN_00101.tfidf	0.078077	0.119417	1	1
TRAINING/TRAIN_00102.tfidf	0.108723	0.242776	1	1
TRAINING/TRAIN_00103.tfidf	0.128139	0.214614	1	1
TRAINING/TRAIN_00104.tfidf	0.203143	0.192706	0	0
TRAINING/TRAIN_00105.tfidf	0.028212	0.011436	0	0
TRAINING/TRAIN_00106.tfidf	0.194181	0.254771	1	1
TRAINING/TRAIN_00107.tfidf	0.126031	0.101685	0	0
TRAINING/TRAIN_00108.tfidf	0.083292	0.064914	0	0
TRAINING/TRAIN_00109.tfidf	0.202458	0.232166	1	1
TRAINING/TRAIN_00110.tfidf	0.094391	0.102938	1	0
TRAINING/TRAIN_00111.tfidf	0.129552	0.207006	1	1
TRAINING/TRAIN_00112.tfidf	0.110958	0.178295	1	1
TRAINING/TRAIN_00113.tfidf	0.053183	0.163288	1	1
TRAINING/TRAIN_00114.tfidf	0.120475	0.109540	0	0
TRAINING/TRAIN_00115.tfidf	0.204077	0.258255	1	1
TRAINING/TRAIN_00116.tfidf	0.102739	0.105324	1	0
TRAINING/TRAIN_00117.tfidf	0.098285	0.189182	1	1
TRAINING/TRAIN_00118.tfidf	0.135769	0.217686	1	1
TRAINING/TRAIN_00119.tfidf	0.142810	0.164054	1	1
TRAINING/TRAIN_00120.tfidf	0.073096	0.105122	1	0
TRAINING/TRAIN_00121.tfidf	0.093698	0.102576	1	0
TRAINING/TRAIN_00122.tfidf	0.017340	0.019707	1	0
TRAINING/TRAIN_00123.tfidf	0.101818	0.091280	0	0
TRAINING/TRAIN_00124.tfidf	0.083919	0.094199	1	0
TRAINING/TRAIN_00125.tfidf	0.135083	0.155710	1	1
TRAINING/TRAIN_00126.tfidf	0.081826	0.160475	1	1
TRAINING/TRAIN_00127.tfidf	0.117862	0.180988	1	1
TRAINING/TRAIN_00128.tfidf	0.264313	0.275827	1	1
TRAINING/TRAIN_00129.tfidf	0.045233	0.103164	1	1
TRAINING/TRAIN_00130.tfidf	0.105216	0.148950	1	1
TRAINING/TRAIN_00131.tfidf	0.064790	0.142131	1	1
TRAINING/TRAIN_00132.tfidf	0.075818	0.073158	0	0
TRAINING/TRAIN_00133.tfidf	0.044930	0.091577	1	1
TRAINING/TRAIN_00134.tfidf	0.092035	0.199952	1	1
TRAINING/TRAIN_00135.tfidf	0.144100	0.179627	1	1
TRAINING/TRAIN_00136.tfidf	0.124767	0.164958	1	1
TRAINING/TRAIN_00137.tfidf	0.163664	0.145789	0	0
TRAINING/TRAIN_00138.tfidf	0.117912	0.199474	1	1
TRAINING/TRAIN_00139.tfidf	0.170144	0.206447	1	1
TRAINING/TRAIN_00140.tfidf	0.405718	0.408281	1	1
TRAINING/TRAIN_00141.tfidf	0.317905	0.315601	0	1
TRAINING/TRAIN_00142.tfidf	0.295410	0.251499	0	0
TRAINING/TRAIN_00143.tfidf	0.052519	0.127295	1	1
TRAINING/TRAIN_00144.tfidf	0.054488	0.060447	1	0
TRAINING/TRAIN_00145.tfidf	0.095606	0.219056	1	1
TRAINING/TRAIN_00146.tfidf	0.060810	0.061685	1	0
TRAINING/TRAIN_00147.tfidf	0.169612	0.170425	1	1
TRAINING/TRAIN_00148.tfidf	0.078905	0.112870	1	1
TRAINING/TRAIN_00149.tfidf	0.148244	0.235706	1	1
TRAINING/TRAIN_00150.tfidf	0.141679	0.235472	1	1
TRAINING/TRAIN_00151.tfidf	0.015341	0.029183	1	0
TRAINING/TRAIN_00152.tfidf	0.084852	0.210382	1	1
TRAINING/TRAIN_00153.tfidf	0.065511	0.068069	1	0
TRAINING/TRAIN_00154.tfidf	0.159451	0.193279	1	1
TRAINING/TRAIN_00155.tfidf	0.078198	0.084857	1	0
TRAINING/TRAIN_00156.tfidf	0.190508	0.316569	1	1
TRAINING/TRAIN_00157.tfidf	0.078703	0.147063	1	1
TRAINING/TRAIN_00158.tfidf	0.029538	0.054912	1	1
TRAINING/TRAIN_00159.tfidf	0.143179	0.260595	1	1
TRAINING/TRAIN_00160.tfidf	0.050997	0.091804	1	1
TRAINING/TRAIN_00161.tfidf	0.057812	0.107239	1	1
TRAINING/TRAIN_00162.tfidf	0.164081	0.183380	1	1
TRAINING/TRAIN_00163.tfidf	0.061282	0.063410	1	0
TRAINING/TRAIN_00164.tfidf	0.111595	0.227458	1	1
TRAINING/TRAIN_00165.tfidf	0.216541	0.304909	1	1
TRAINING/TRAIN_00166.tfidf	0.366598	0.317018	0	0
TRAINING/TRAIN_00167.tfidf	0.070383	0.151339	1	1
TRAINING/TRAIN_00168.tfidf	0.122132	0.156972	1	1
TRAINING/TRAIN_00169.tfidf	0.132295	0.200686	1	1
TRAINING/TRAIN_00170.tfidf	0.132016	0.123527	0	0
TRAINING/TRAIN_00171.tfidf	0.061836	0.110156	1	1
TRAINING/TRAIN_00172.tfidf	0.100112	0.145522	1	1
TRAINING/TRAIN_00173.tfidf	0.108488	0.225557	1	1
TRAINING/TRAIN_00174.tfidf	0.106620	0.158323	1	1
TRAINING/TRAIN_00175.tfidf	0.119989	0.180021	1	1
TRAINING/TRAIN_00176.tfidf	0.109528	0.118078	1	0
TRAINING/TRAIN_00177.tfidf	0.095425	0.134379	1	1
TRAINING/TRAIN_00178.tfidf	0.094056	0.118260	1	1
TRAINING/TRAIN_00179.tfidf	0.087116	0.108009	1	1
TRAINING/TRAIN_00180.tfidf	0.092488	0.155310	1	1
TRAINING/TRAIN_00181.tfidf	0.156430	0.262868	1	1
TRAINING/TRAIN_00182.tfidf	0.112922	0.163848	1	1
TRAINING/TRAIN_00183.tfidf	0.197867	0.202653	1	1
TRAINING/TRAIN_00184.tfidf	0.153388	0.275117	1	1
TRAINING/TRAIN_00185.tfidf	0.178941	0.262648	1	1
TRAINING/TRAIN_00186.tfidf	0.060585	0.155927	1	1
TRAINING/TRAIN_00187.tfidf	0.065651	0.065987	1	0
TRAINING/TRAIN_00188.tfidf	0.059851	0.061893	1	0
TRAINING/TRAIN_00189.tfidf	0.115821	0.110623	0	1
TRAINING/TRAIN_00190.tfidf	0.052097	0.043185	0	0
TRAINING/TRAIN_00191.tfidf	0.094868	0.132670	1	1
TRAINING/TRAIN_00192.tfidf	0.111203	0.228257	1	1
TRAINING/TRAIN_00193.tfidf	0.289015	0.330967	1	0
TRAINING/TRAIN_00194.tfidf	0.088308	0.074728	0	0
TRAINING/TRAIN_00195.tfidf	0.126153	0.241929	1	1
TRAINING/TRAIN_00196.tfidf	0.078168	0.151925	1	1
TRAINING/TRAIN_00197.tfidf	0.095362	0.182889	1	1
TRAINING/TRAIN_00198.tfidf	0.000000	0.000000	0	0
TRAINING/TRAIN_00199.tfidf	0.060793	0.059815	0	0
TRAINING/TRAIN_00200.tfidf	0.267796	0.230565	0	0
TRAINING/TRAIN_00201.tfidf	0.145879	0.122606	0	0
TRAINING/TRAIN_00202.tfidf	0.044888	0.072152	1	0
TRAINING/TRAIN_00203.tfidf	0.061718	0.147903	1	1
TRAINING/TRAIN_00204.tfidf	0.159894	0.260488	1	1
TRAINING/TRAIN_00205.tfidf	0.083852	0.098050	1	1
TRAINING/TRAIN_00206.tfidf	0.128292	0.210869	1	1
TRAINING/TRAIN_00207.tfidf	0.194232	0.229224	1	1
TRAINING/TRAIN_00208.tfidf	0.149463	0.134964	0	0
TRAINING/TRAIN_00209.tfidf	0.078471	0.128589	1	1
TRAINING/TRAIN_00210.tfidf	0.100231	0.128705	1	1
TRAINING/TRAIN_00211.tfidf	0.053512	0.044332	0	1
TRAINING/TRAIN_00212.tfidf	0.053175	0.075592	1	1
TRAINING/TRAIN_00213.tfidf	0.077366	0.109488	1	0
TRAINING/TRAIN_00214.tfidf	0.115510	0.190101	1	1
TRAINING/TRAIN_00215.tfidf	0.017337	0.020403	1	0
TRAINING/TRAIN_00216.tfidf	0.101715	0.146582	1	0
TRAINING/TRAIN_00217.tfidf	0.108967	0.122887	1	0
TRAINING/TRAIN_00218.tfidf	0.030718	0.033921	1	0
TRAINING/TRAIN_00219.tfidf	0.147711	0.191587	1	1
TRAINING/TRAIN_00220.tfidf	0.052097	0.043185	0	0
TRAINING/TRAIN_00221.tfidf	0.023688	0.027279	1	0
TRAINING/TRAIN_00222.tfidf	0.246193	0.346038	1	1
TRAINING/TRAIN_00223.tfidf	0.181221	0.173330	0	0
TRAINING/TRAIN_00224.tfidf	0.005018	0.004247	0	0
TRAINING/TRAIN_00225.tfidf	0.102139	0.196762	1	1
TRAINING/TRAIN_00226.tfidf	0.234271	0.204268	0	0
TRAINING/TRAIN_00227.tfidf	0.063676	0.083198	1	0
TRAINING/TRAIN_00228.tfidf	0.063331	0.117538	1	1
TRAINING/TRAIN_00229.tfidf	0.194043	0.313071	1	1
TRAINING/TRAIN_00230.tfidf	0.039686	0.075197	1	0
TRAINING/TRAIN_00231.tfidf	0.048173	0.050933	1	0
TRAINING/TRAIN_00232.tfidf	0.328010	0.416070	1	1
TRAINING/TRAIN_00233.tfidf	0.139312	0.186452	1	1
TRAINING/TRAIN_00234.tfidf	0.140409	0.157385	1	1
TRAINING/TRAIN_00235.tfidf	0.049965	0.065204	1	0
TRAINING/TRAIN_00236.tfidf	0.122831	0.221281	1	1
TRAINING/TRAIN_00237.tfidf	0.098453	0.188875	1	1
TRAINING/TRAIN_00238.tfidf	0.157504	0.303401	1	1
TRAINING/TRAIN_00239.tfidf	0.117590	0.212693	1	1
TRAINING/TRAIN_00240.tfidf	0.059615	0.092226	1	1
TRAINING/TRAIN_00241.tfidf	0.161099	0.188524	1	1
TRAINING/TRAIN_00242.tfidf	0.369441	0.402127	1	0
TRAINING/TRAIN_00243.tfidf	0.040334	0.072216	1	1
TRAINING/TRAIN_00244.tfidf	0.119505	0.146785	1	1
TRAINING/TRAIN_00245.tfidf	0.157617	0.201316	1	1
TRAINING/TRAIN_00246.tfidf	0.084367	0.201856	1	1
TRAINING/TRAIN_00247.tfidf	0.144871	0.257346	1	1
TRAINING/TRAIN_00248.tfidf	0.069678	0.096930	1	0
TRAINING/TRAIN_00249.tfidf	0.056104	0.121039	1	1
TRAINING/TRAIN_00250.tfidf	0.122390	0.131793	1	1
TRAINING/TRAIN_00251.tfidf	0.145531	0.260218	1	1
TRAINING/TRAIN_00252.tfidf	0.110721	0.168177	1	1
TRAINING/TRAIN_00253.tfidf	0.099780	0.186769	1	1
TRAINING/TRAIN_00254.tfidf	0.146108	0.122764	0	0
TRAINING/TRAIN_00255.tfidf	0.130638	0.105067	0	0
TRAINING/TRAIN_00256.tfidf	0.046072	0.075592	1	1
TRAINING/TRAIN_00257.tfidf	0.186456	0.253841	1	0
TRAINING/TRAIN_00258.tfidf	0.144184	0.118660	0	0
TRAINING/TRAIN_00259.tfidf	0.082535	0.138159	1	1
TRAINING/TRAIN_00260.tfidf	0.084624	0.079536	0	0
TRAINING/TRAIN_00261.tfidf	0.124134	0.216679	1	1
TRAINING/TRAIN_00262.tfidf	0.171550	0.183303	1	1
TRAINING/TRAIN_00263.tfidf	0.109994	0.162823	1	1
TRAINING/TRAIN_00264.tfidf	0.122197	0.214838	1	1
TRAINING/TRAIN_00265.tfidf	0.331638	0.288820	0	0
TRAINING/TRAIN_00266.tfidf	0.072258	0.092445	1	1
TRAINING/TRAIN_00267.tfidf	0.281372	0.252894	0	0
TRAINING/TRAIN_00268.tfidf	0.129129	0.220887	1	1
TRAINING/TRAIN_00269.tfidf	0.132877	0.243156	1	1
TRAINING/TRAIN_00270.tfidf	0.147718	0.207216	1	1
TRAINING/TRAIN_00271.tfidf	0.051293	0.107568	1	1
TRAINING/TRAIN_00272.tfidf	0.094160	0.130312	1	1
TRAINING/TRAIN_00273.tfidf	0.224217	0.193107	0	0
TRAINING/TRAIN_00274.tfidf	0.153198	0.244260	1	1
TRAINING/TRAIN_00275.tfidf	0.125991	0.245120	1	1
TRAINING/TRAIN_00276.tfidf	0.123697	0.216432	1	1
TRAINING/TRAIN_00277.tfidf	0.080298	0.144020	1	1
TRAINING/TRAIN_00278.tfidf	0.050700	0.055918	1	0
TRAINING/TRAIN_00279.tfidf	0.124582	0.252609	1	1
TRAINING/TRAIN_00280.tfidf	0.040559	0.092386	1	1
TRAINING/TRAIN_00281.tfidf	0.050185	0.055714	1	0
TRAINING/TRAIN_00282.tfidf	0.095736	0.082598	0	0
TRAINING/TRAIN_00283.tfidf	0.176325	0.228918	1	1
TRAINING/TRAIN_00284.tfidf	0.053211	0.128673	1	1
TRAINING/TRAIN_00285.tfidf	0.160004	0.166924	1	0
TRAINING/TRAIN_00286.tfidf	0.136663	0.139295	1	0
TRAINING/TRAIN_00287.tfidf	0.106639	0.102601	0	0
TRAINING/TRAIN_00288.tfidf	0.067086	0.067646	1	0
TRAINING/TRAIN_00289.tfidf	0.096252	0.084252	0	0
TRAINING/TRAIN_00290.tfidf	0.111764	0.147481	1	1
TRAINING/TRAIN_00291.tfidf	0.071705	0.064181	0	0
TRAINING/TRAIN_00292.tfidf	0.101714	0.182965	1	1
TRAINING/TRAIN_00293.tfidf	0.064603	0.093637	1	1
TRAINING/TRAIN_00294.tfidf	0.232708	0.318783	1	1
TRAINING/TRAIN_00295.tfidf	0.081993	0.091140	1	0
TRAINING/TRAIN_00296.tfidf	0.081917	0.100885	1	1
TRAINING/TRAIN_00297.tfidf	0.033205	0.077039	1	1
TRAINING/TRAIN_00298.tfidf	0.015998	0.014591	0	0
TRAINING/TRAIN_00299.tfidf	0.103483	0.160984	1	1
TRAINING/TRAIN_00300.tfidf	0.098672	0.169061	1	1
TRAINING/TRAIN_00301.tfidf	0.072055	0.113662	1	1
TRAINING/TRAIN_00302.tfidf	0.062429	0.167403	1	1
TRAINING/TRAIN_00303.tfidf	0.055846	0.079718	1	0
TRAINING/TRAIN_00304.tfidf	0.169814	0.294801	1	1
TRAINING/TRAIN_00305.tfidf	0.043664	0.069302	1	1
TRAINING/TRAIN_00306.tfidf	0.005489	0.003444	0	0
TRAINING/TRAIN_00307.tfidf	0.072441	0.179072	1	1
TRAINING/TRAIN_00308.tfidf	0.093698	0.102576	1	0
TRAINING/TRAIN_00309.tfidf	0.092845	0.099168	1	0
TRAINING/TRAIN_00310.tfidf	0.082065	0.028380	0	0
TRAINING/TRAIN_00311.tfidf	0.119205	0.219908	1	1
TRAINING/TRAIN_00312.tfidf	0.078855	0.067226	0	0
TRAINING/TRAIN_00313.tfidf	0.169521	0.264304	1	1
TRAINING/TRAIN_00314.tfidf	0.026344	0.015737	0	0
TRAINING/TRAIN_00315.tfidf	0.045604	0.052721	1	0
TRAINING/TRAIN_00316.tfidf	0.055908	0.172395	1	1
TRAINING/TRAIN_00317.tfidf	0.144904	0.142199	0	1
TRAINING/TRAIN_00318.tfidf	0.080096	0.066879	0	0
TRAINING/TRAIN_00319.tfidf	0.131442	0.116644	0	0
TRAINING/TRAIN_00320.tfidf	0.045066	0.083526	1	1
TRAINING/TRAIN_00321.tfidf	0.041379	0.050434	1	0
TRAINING/TRAIN_00322.tfidf	0.065583	0.062409	0	0
TRAINING/TRAIN_00323.tfidf	0.113391	0.217829	1	1
TRAINING/TRAIN_00324.tfidf	0.127817	0.166764	1	0
TRAINING/TRAIN_00325.tfidf	0.104146	0.169295	1	1
TRAINING/TRAIN_00326.tfidf	0.094797	0.163842	1	1
TRAINING/TRAIN_00327.tfidf	0.063447	0.094764	1	1
TRAINING/TRAIN_00328.tfidf	0.161410	0.133714	0	0
TRAINING/TRAIN_00329.tfidf	0.069409	0.153436	1	1
TRAINING/TRAIN_00330.tfidf	0.079258	0.134328	1	1
TRAINING/TRAIN_00331.tfidf	0.170527	0.232571	1	1
TRAINING/TRAIN_00332.tfidf	0.041096	0.078162	1	1
TRAINING/TRAIN_00333.tfidf	0.111243	0.171276	1	1
TRAINING/TRAIN_00334.tfidf	0.172766	0.232421	1	1
TRAINING/TRAIN_00335.tfidf	0.410774	0.422721	1	1
TRAINING/TRAIN_00336.tfidf	0.031556	0.032879	1	0
TRAINING/TRAIN_00337.tfidf	0.136953	0.203079	1	1
TRAINING/TRAIN_00338.tfidf	0.027797	0.027553	0	0
TRAINING/TRAIN_00339.tfidf	0.149062	0.203351	1	1
TRAINING/TRAIN_00340.tfidf	0.172757	0.269025	1	1
TRAINING/TRAIN_00341.tfidf	0.097370	0.178497	1	1
TRAINING/TRAIN_00342.tfidf	0.262158	0.286670	1	1
TRAINING/TRAIN_00343.tfidf	0.191020	0.243182	1	1
TRAINING/TRAIN_00344.tfidf	0.119618	0.130777	1	0
TRAINING/TRAIN_00345.tfidf	0.120111	0.183911	1	1
TRAINING/TRAIN_00346.tfidf	0.094400	0.125735	1	1
TRAINING/TRAIN_00347.tfidf	0.158060	0.211417	1	1
TRAINING/TRAIN_00348.tfidf	0.199663	0.304730	1	1
TRAINING/TRAIN_00349.tfidf	0.140546	0.221033	1	1
TRAINING/TRAIN_00350.tfidf	0.081774	0.174403	1	1
TRAINING/TRAIN_00351.tfidf	0.131640	0.213624	1	1
TRAINING/TRAIN_00352.tfidf	0.072780	0.112624	1	1
TRAINING/TRAIN_00353.tfidf	0.083215	0.089216	1	0
TRAINING/TRAIN_00354.tfidf	0.047137	0.044268	0	0
TRAINING/TRAIN_00355.tfidf	0.282099	0.259327	0	0
TRAINING/TRAIN_00356.tfidf	0.128749	0.107730	0	0
TRAINING/TRAIN_00357.tfidf	0.178546	0.227861	1	1
TRAINING/TRAIN_00358.tfidf	0.400435	0.486493	1	1
TRAINING/TRAIN_00359.tfidf	0.103837	0.162882	1	1
TRAINING/TRAIN_00360.tfidf	0.069966	0.099200	1	0
TRAINING/TRAIN_00361.tfidf	0.082895	0.068770	0	0
TRAINING/TRAIN_00362.tfidf	0.345938	0.354132	1	1
TRAINING/TRAIN_00363.tfidf	0.098089	0.150245	1	1
TRAINING/TRAIN_00364.tfidf	0.053292	0.119525	1	1
TRAINING/TRAIN_00365.tfidf	0.145137	0.137102	0	0
TRAINING/TRAIN_00366.tfidf	0.073865	0.127898	1	1
TRAINING/TRAIN_00367.tfidf	0.178928	0.321081	1	1
TRAINING/TRAIN_00368.tfidf	0.249534	0.290648	1	1
TRAINING/TRAIN_00369.tfidf	0.119128	0.208741	1	1
TRAINING/TRAIN_00370.tfidf	0.071880	0.104830	1	1
TRAINING/TRAIN_00371.tfidf	0.061282	0.063410	1	0
TRAINING/TRAIN_00372.tfidf	0.123145	0.206438	1	1
TRAINING/TRAIN_00373.tfidf	0.129125	0.178658	1	1
TRAINING/TRAIN_00374.tfidf	0.035138	0.094475	1	0
TRAINING/TRAIN_00375.tfidf	0.175036	0.211072	1	1
TRAINING/TRAIN_00376.tfidf	0.066632	0.132979	1	1
TRAINING/TRAIN_00377.tfidf	0.124208	0.221077	1	1
TRAINING/TRAIN_00378.tfidf	0.118615	0.145966	1	1
TRAINING/TRAIN_00379.tfidf	0.135601	0.121366	0	0
TRAINING/TRAIN_00380.tfidf	0.116028	0.099983	0	0
TRAINING/TRAIN_00381.tfidf	0.202529	0.275752	1	1
TRAINING/TRAIN_00382.tfidf	0.171269	0.285589	1	1
TRAINING/TRAIN_00383.tfidf	0.098187	0.149256	1	1
TRAINING/TRAIN_00384.tfidf	0.083157	0.073480	0	0
TRAINING/TRAIN_00385.tfidf	0.142408	0.155665	1	0
TRAINING/TRAIN_00386.tfidf	0.082067	0.028383	0	0
TRAINING/TRAIN_00387.tfidf	0.089836	0.099495	1	1
TRAINING/TRAIN_00388.tfidf	0.189815	0.207950	1	1
TRAINING/TRAIN_00389.tfidf	0.143720	0.163716	1	1
TRAINING/TRAIN_00390.tfidf	0.119939	0.114490	0	0
TRAINING/TRAIN_00391.tfidf	0.068657	0.082979	1	1
TRAINING/TRAIN_00392.tfidf	0.054597	0.052928	0	0
TRAINING/TRAIN_00393.tfidf	0.155974	0.261374	1	1
TRAINING/TRAIN_00394.tfidf	0.096139	0.097113	1	0
TRAINING/TRAIN_00395.tfidf	0.101221	0.127440	1	1
TRAINING/TRAIN_00396.tfidf	0.083101	0.117515	1	1
TRAINING/TRAIN_00397.tfidf	0.089117	0.210076	1	1
TRAINING/TRAIN_00398.tfidf	0.078602	0.113555	1	1
TRAINING/TRAIN_00399.tfidf	0.157663	0.254319	1	1
TRAINING/TRAIN_00400.tfidf	0.082865	0.030597	0	0
TRAINING/TRAIN_00401.tfidf	0.075441	0.119697	1	1
TRAINING/TRAIN_00402.tfidf	0.103249	0.172568	1	1
TRAINING/TRAIN_00403.tfidf	0.045326	0.095084	1	1
TRAINING/TRAIN_00404.tfidf	0.095380	0.077307	0	0
TRAINING/TRAIN_00405.tfidf	0.244106	0.305348	1	1
TRAINING/TRAIN_00406.tfidf	0.135058	0.230449	1	1
TRAINING/TRAIN_00407.tfidf	0.221229	0.339651	1	1
TRAINING/TRAIN_00408.tfidf	0.078644	0.083787	1	0
TRAINING/TRAIN_00409.tfidf	0.189137	0.196079	1	1
