word count,filename
889,TRAINING/TRAIN_00732.term
886,TRAINING/TRAIN_02334.term
883,TRAINING/TRAIN_00629.term
870,TRAINING/TRAIN_00265.term
867,TRAINING/TRAIN_00804.term
851,TRAINING/TRAIN_01528.term
850,TRAINING/TRAIN_01664.term
841,TRAINING/TRAIN_02799.term
839,TRAINING/TRAIN_02596.term
836,TRAINING/TRAIN_04185.term
834,TRAINING/TRAIN_00534.term
818,TRAINING/TRAIN_01199.term
817,TRAINING/TRAIN_01313.term
810,TRAINING/TRAIN_03748.term
805,TRAINING/TRAIN_03024.term
801,TRAINING/TRAIN_03667.term
800,TRAINING/TRAIN_02949.term
790,TRAINING/TRAIN_03016.term
775,TRAINING/TRAIN_03138.term
773,TRAINING/TRAIN_01876.term
761,TRAINING/TRAIN_01679.term
752,TRAINING/TRAIN_03333.term
751,TRAINING/TRAIN_03315.term
751,TRAINING/TRAIN_03131.term
738,TRAINING/TRAIN_04316.term
724,TRAINING/TRAIN_01934.term
718,TRAINING/TRAIN_00045.term
714,TRAINING/TRAIN_01937.term
712,TRAINING/TRAIN_03912.term
710,TRAINING/TRAIN_02310.term
708,TRAINING/TRAIN_03886.term
708,TRAINING/TRAIN_03151.term
698,TRAINING/TRAIN_03115.term
688,TRAINING/TRAIN_00940.term
679,TRAINING/TRAIN_01250.term
671,TRAINING/TRAIN_02984.term
669,TRAINING/TRAIN_02961.term
669,TRAINING/TRAIN_01007.term
649,TRAINING/TRAIN_03642.term
648,TRAINING/TRAIN_02294.term
648,TRAINING/TRAIN_01660.term
640,TRAINING/TRAIN_02251.term
636,TRAINING/TRAIN_00803.term
633,TRAINING/TRAIN_03395.term
632,TRAINING/TRAIN_03294.term
632,TRAINING/TRAIN_02892.term
626,TRAINING/TRAIN_04045.term
626,TRAINING/TRAIN_02034.term
622,TRAINING/TRAIN_03363.term
620,TRAINING/TRAIN_02012.term
617,TRAINING/TRAIN_02202.term
616,TRAINING/TRAIN_01402.term
614,TRAINING/TRAIN_04078.term
612,TRAINING/TRAIN_03218.term
611,TRAINING/TRAIN_00411.term
610,TRAINING/TRAIN_00764.term
608,TRAINING/TRAIN_03888.term
607,TRAINING/TRAIN_03760.term
606,TRAINING/TRAIN_00513.term
604,TRAINING/TRAIN_02151.term
599,TRAINING/TRAIN_00795.term
597,TRAINING/TRAIN_03349.term
596,TRAINING/TRAIN_04299.term
595,TRAINING/TRAIN_03641.term
593,TRAINING/TRAIN_02302.term
593,TRAINING/TRAIN_01223.term
591,TRAINING/TRAIN_00486.term
589,TRAINING/TRAIN_00865.term
587,TRAINING/TRAIN_00850.term
586,TRAINING/TRAIN_01232.term
585,TRAINING/TRAIN_02876.term
584,TRAINING/TRAIN_03492.term
583,TRAINING/TRAIN_00493.term
582,TRAINING/TRAIN_01724.term
572,TRAINING/TRAIN_01033.term
571,TRAINING/TRAIN_00262.term
570,TRAINING/TRAIN_00839.term
569,TRAINING/TRAIN_01532.term
568,TRAINING/TRAIN_00222.term
564,TRAINING/TRAIN_03463.term
563,TRAINING/TRAIN_02853.term
562,TRAINING/TRAIN_01546.term
562,TRAINING/TRAIN_00407.term
558,TRAINING/TRAIN_03887.term
557,TRAINING/TRAIN_04193.term
557,TRAINING/TRAIN_04175.term
557,TRAINING/TRAIN_03646.term
557,TRAINING/TRAIN_02844.term
553,TRAINING/TRAIN_02704.term
553,TRAINING/TRAIN_01484.term
552,TRAINING/TRAIN_03894.term
551,TRAINING/TRAIN_04046.term
550,TRAINING/TRAIN_01094.term
549,TRAINING/TRAIN_01566.term
548,TRAINING/TRAIN_03693.term
548,TRAINING/TRAIN_03152.term
548,TRAINING/TRAIN_00730.term
545,TRAINING/TRAIN_04202.term
545,TRAINING/TRAIN_01261.term
543,TRAINING/TRAIN_01520.term
541,TRAINING/TRAIN_04076.term
536,TRAINING/TRAIN_02117.term
536,TRAINING/TRAIN_01018.term
535,TRAINING/TRAIN_01698.term
535,TRAINING/TRAIN_01567.term
533,TRAINING/TRAIN_03385.term
533,TRAINING/TRAIN_00993.term
533,TRAINING/TRAIN_00456.term
533,TRAINING/TRAIN_00443.term
529,TRAINING/TRAIN_03724.term
528,TRAINING/TRAIN_02806.term
525,TRAINING/TRAIN_01407.term
522,TRAINING/TRAIN_03461.term
521,TRAINING/TRAIN_03753.term
521,TRAINING/TRAIN_01000.term
520,TRAINING/TRAIN_02061.term
517,TRAINING/TRAIN_03598.term
517,TRAINING/TRAIN_02338.term
516,TRAINING/TRAIN_00870.term
514,TRAINING/TRAIN_00109.term
513,TRAINING/TRAIN_04110.term
511,TRAINING/TRAIN_00232.term
508,TRAINING/TRAIN_02698.term
507,TRAINING/TRAIN_00808.term
506,TRAINING/TRAIN_03243.term
503,TRAINING/TRAIN_02620.term
501,TRAINING/TRAIN_03075.term
499,TRAINING/TRAIN_04246.term
498,TRAINING/TRAIN_03855.term
496,TRAINING/TRAIN_01685.term
493,TRAINING/TRAIN_02902.term
492,TRAINING/TRAIN_03709.term
490,TRAINING/TRAIN_01130.term
488,TRAINING/TRAIN_00774.term
485,TRAINING/TRAIN_00059.term
484,TRAINING/TRAIN_03742.term
481,TRAINING/TRAIN_01907.term
481,TRAINING/TRAIN_00011.term
477,TRAINING/TRAIN_04008.term
476,TRAINING/TRAIN_01054.term
476,TRAINING/TRAIN_00273.term
469,TRAINING/TRAIN_01171.term
461,TRAINING/TRAIN_03678.term
458,TRAINING/TRAIN_01011.term
455,TRAINING/TRAIN_03798.term
452,TRAINING/TRAIN_00104.term
450,TRAINING/TRAIN_04151.term
448,TRAINING/TRAIN_02420.term
447,TRAINING/TRAIN_01284.term
445,TRAINING/TRAIN_04320.term
445,TRAINING/TRAIN_03615.term
445,TRAINING/TRAIN_02839.term
445,TRAINING/TRAIN_01705.term
445,TRAINING/TRAIN_00094.term
444,TRAINING/TRAIN_01014.term
442,TRAINING/TRAIN_03826.term
441,TRAINING/TRAIN_00355.term
440,TRAINING/TRAIN_03688.term
440,TRAINING/TRAIN_00972.term
439,TRAINING/TRAIN_01807.term
438,TRAINING/TRAIN_02125.term
437,TRAINING/TRAIN_04191.term
436,TRAINING/TRAIN_04029.term
436,TRAINING/TRAIN_00147.term
435,TRAINING/TRAIN_03840.term
435,TRAINING/TRAIN_01343.term
434,TRAINING/TRAIN_00747.term
434,TRAINING/TRAIN_00142.term
433,TRAINING/TRAIN_01435.term
431,TRAINING/TRAIN_03812.term
431,TRAINING/TRAIN_00693.term
426,TRAINING/TRAIN_01926.term
425,TRAINING/TRAIN_00128.term
424,TRAINING/TRAIN_04091.term
424,TRAINING/TRAIN_03708.term
424,TRAINING/TRAIN_00569.term
422,TRAINING/TRAIN_03632.term
422,TRAINING/TRAIN_00600.term
421,TRAINING/TRAIN_04283.term
420,TRAINING/TRAIN_02281.term
417,TRAINING/TRAIN_01940.term
417,TRAINING/TRAIN_00267.term
414,TRAINING/TRAIN_01016.term
414,TRAINING/TRAIN_00913.term
411,TRAINING/TRAIN_01436.term
409,TRAINING/TRAIN_04164.term
409,TRAINING/TRAIN_02257.term
406,TRAINING/TRAIN_02384.term
406,TRAINING/TRAIN_00995.term
405,TRAINING/TRAIN_03202.term
405,TRAINING/TRAIN_01336.term
405,TRAINING/TRAIN_00211.term
404,TRAINING/TRAIN_03030.term
403,TRAINING/TRAIN_02198.term
402,TRAINING/TRAIN_01719.term
400,TRAINING/TRAIN_03698.term
400,TRAINING/TRAIN_00291.term
399,TRAINING/TRAIN_03837.term
399,TRAINING/TRAIN_01519.term
399,TRAINING/TRAIN_00930.term
398,TRAINING/TRAIN_02661.term
397,TRAINING/TRAIN_02941.term
397,TRAINING/TRAIN_02258.term
396,TRAINING/TRAIN_04237.term
396,TRAINING/TRAIN_02707.term
395,TRAINING/TRAIN_00027.term
394,TRAINING/TRAIN_02795.term
392,TRAINING/TRAIN_03119.term
390,TRAINING/TRAIN_04195.term
390,TRAINING/TRAIN_01399.term
390,TRAINING/TRAIN_01073.term
390,TRAINING/TRAIN_00317.term
389,TRAINING/TRAIN_04031.term
389,TRAINING/TRAIN_02605.term
388,TRAINING/TRAIN_04130.term
386,TRAINING/TRAIN_04093.term
385,TRAINING/TRAIN_03479.term
385,TRAINING/TRAIN_02688.term
385,TRAINING/TRAIN_00026.term
384,TRAINING/TRAIN_02528.term
384,TRAINING/TRAIN_01487.term
384,TRAINING/TRAIN_01477.term
384,TRAINING/TRAIN_01052.term
384,TRAINING/TRAIN_00023.term
383,TRAINING/TRAIN_03789.term
383,TRAINING/TRAIN_03485.term
382,TRAINING/TRAIN_01888.term
382,TRAINING/TRAIN_00419.term
381,TRAINING/TRAIN_01412.term
379,TRAINING/TRAIN_00193.term
378,TRAINING/TRAIN_03389.term
378,TRAINING/TRAIN_01564.term
377,TRAINING/TRAIN_00637.term
377,TRAINING/TRAIN_00409.term
374,TRAINING/TRAIN_00999.term
373,TRAINING/TRAIN_02017.term
373,TRAINING/TRAIN_01846.term
372,TRAINING/TRAIN_03551.term
372,TRAINING/TRAIN_01395.term
372,TRAINING/TRAIN_00294.term
371,TRAINING/TRAIN_01339.term
369,TRAINING/TRAIN_03868.term
369,TRAINING/TRAIN_03591.term
369,TRAINING/TRAIN_01431.term
365,TRAINING/TRAIN_01514.term
365,TRAINING/TRAIN_00921.term
365,TRAINING/TRAIN_00689.term
364,TRAINING/TRAIN_02106.term
364,TRAINING/TRAIN_01794.term
364,TRAINING/TRAIN_00685.term
363,TRAINING/TRAIN_01790.term
363,TRAINING/TRAIN_01612.term
362,TRAINING/TRAIN_04047.term
362,TRAINING/TRAIN_03586.term
362,TRAINING/TRAIN_01539.term
361,TRAINING/TRAIN_03810.term
361,TRAINING/TRAIN_00570.term
361,TRAINING/TRAIN_00348.term
360,TRAINING/TRAIN_01505.term
359,TRAINING/TRAIN_02467.term
358,TRAINING/TRAIN_03816.term
358,TRAINING/TRAIN_01324.term
358,TRAINING/TRAIN_00982.term
356,TRAINING/TRAIN_00602.term
356,TRAINING/TRAIN_00141.term
354,TRAINING/TRAIN_03792.term
354,TRAINING/TRAIN_02104.term
354,TRAINING/TRAIN_01777.term
354,TRAINING/TRAIN_00405.term
353,TRAINING/TRAIN_03823.term
352,TRAINING/TRAIN_04135.term
352,TRAINING/TRAIN_03208.term
352,TRAINING/TRAIN_02818.term
352,TRAINING/TRAIN_00400.term
350,TRAINING/TRAIN_04064.term
350,TRAINING/TRAIN_03005.term
350,TRAINING/TRAIN_02719.term
350,TRAINING/TRAIN_01731.term
350,TRAINING/TRAIN_01445.term
350,TRAINING/TRAIN_00738.term
350,TRAINING/TRAIN_00558.term
350,TRAINING/TRAIN_00000.term
349,TRAINING/TRAIN_02871.term
349,TRAINING/TRAIN_02833.term
349,TRAINING/TRAIN_01547.term
349,TRAINING/TRAIN_00937.term
349,TRAINING/TRAIN_00614.term
348,TRAINING/TRAIN_03150.term
348,TRAINING/TRAIN_02543.term
347,TRAINING/TRAIN_03035.term
347,TRAINING/TRAIN_02045.term
346,TRAINING/TRAIN_02115.term
346,TRAINING/TRAIN_01013.term
346,TRAINING/TRAIN_00666.term
345,TRAINING/TRAIN_03774.term
345,TRAINING/TRAIN_02460.term
345,TRAINING/TRAIN_00101.term
344,TRAINING/TRAIN_02754.term
344,TRAINING/TRAIN_01329.term
344,TRAINING/TRAIN_01144.term
342,TRAINING/TRAIN_01053.term
341,TRAINING/TRAIN_00620.term
341,TRAINING/TRAIN_00560.term
339,TRAINING/TRAIN_03533.term
339,TRAINING/TRAIN_03052.term
338,TRAINING/TRAIN_02358.term
338,TRAINING/TRAIN_02336.term
338,TRAINING/TRAIN_00595.term
337,TRAINING/TRAIN_03717.term
337,TRAINING/TRAIN_02101.term
336,TRAINING/TRAIN_04204.term
336,TRAINING/TRAIN_03575.term
335,TRAINING/TRAIN_01950.term
335,TRAINING/TRAIN_01852.term
335,TRAINING/TRAIN_00952.term
335,TRAINING/TRAIN_00223.term
333,TRAINING/TRAIN_02307.term
333,TRAINING/TRAIN_00386.term
332,TRAINING/TRAIN_04234.term
332,TRAINING/TRAIN_04188.term
332,TRAINING/TRAIN_00310.term
331,TRAINING/TRAIN_03961.term
331,TRAINING/TRAIN_03388.term
331,TRAINING/TRAIN_00586.term
331,TRAINING/TRAIN_00226.term
330,TRAINING/TRAIN_01816.term
329,TRAINING/TRAIN_03251.term
328,TRAINING/TRAIN_00427.term
327,TRAINING/TRAIN_03037.term
326,TRAINING/TRAIN_03246.term
326,TRAINING/TRAIN_01225.term
326,TRAINING/TRAIN_00015.term
325,TRAINING/TRAIN_03508.term
324,TRAINING/TRAIN_03205.term
323,TRAINING/TRAIN_02692.term
322,TRAINING/TRAIN_03372.term
321,TRAINING/TRAIN_02850.term
320,TRAINING/TRAIN_01429.term
320,TRAINING/TRAIN_01095.term
319,TRAINING/TRAIN_01908.term
318,TRAINING/TRAIN_01318.term
318,TRAINING/TRAIN_00759.term
318,TRAINING/TRAIN_00729.term
317,TRAINING/TRAIN_02263.term
317,TRAINING/TRAIN_00483.term
316,TRAINING/TRAIN_03122.term
316,TRAINING/TRAIN_00110.term
315,TRAINING/TRAIN_03747.term
315,TRAINING/TRAIN_03529.term
315,TRAINING/TRAIN_02723.term
315,TRAINING/TRAIN_00200.term
314,TRAINING/TRAIN_03800.term
314,TRAINING/TRAIN_03310.term
314,TRAINING/TRAIN_01623.term
314,TRAINING/TRAIN_00863.term
314,TRAINING/TRAIN_00844.term
314,TRAINING/TRAIN_00032.term
313,TRAINING/TRAIN_00846.term
313,TRAINING/TRAIN_00750.term
311,TRAINING/TRAIN_02919.term
311,TRAINING/TRAIN_00950.term
311,TRAINING/TRAIN_00658.term
309,TRAINING/TRAIN_03560.term
307,TRAINING/TRAIN_03885.term
307,TRAINING/TRAIN_03308.term
307,TRAINING/TRAIN_03234.term
306,TRAINING/TRAIN_03685.term
306,TRAINING/TRAIN_01012.term
305,TRAINING/TRAIN_04066.term
304,TRAINING/TRAIN_04062.term
303,TRAINING/TRAIN_03807.term
303,TRAINING/TRAIN_02579.term
301,TRAINING/TRAIN_03230.term
301,TRAINING/TRAIN_02771.term
301,TRAINING/TRAIN_01739.term
301,TRAINING/TRAIN_01064.term
300,TRAINING/TRAIN_01473.term
300,TRAINING/TRAIN_00823.term
300,TRAINING/TRAIN_00670.term
298,TRAINING/TRAIN_02032.term
298,TRAINING/TRAIN_00662.term
298,TRAINING/TRAIN_00079.term
297,TRAINING/TRAIN_04126.term
295,TRAINING/TRAIN_03758.term
295,TRAINING/TRAIN_03268.term
295,TRAINING/TRAIN_02286.term
295,TRAINING/TRAIN_01833.term
295,TRAINING/TRAIN_01665.term
295,TRAINING/TRAIN_00711.term
294,TRAINING/TRAIN_02029.term
294,TRAINING/TRAIN_00375.term
294,TRAINING/TRAIN_00342.term
293,TRAINING/TRAIN_03276.term
292,TRAINING/TRAIN_03793.term
292,TRAINING/TRAIN_03477.term
292,TRAINING/TRAIN_00462.term
290,TRAINING/TRAIN_03058.term
290,TRAINING/TRAIN_02284.term
290,TRAINING/TRAIN_01793.term
289,TRAINING/TRAIN_02455.term
289,TRAINING/TRAIN_00521.term
288,TRAINING/TRAIN_03869.term
288,TRAINING/TRAIN_03187.term
288,TRAINING/TRAIN_02567.term
288,TRAINING/TRAIN_02387.term
288,TRAINING/TRAIN_00979.term
287,TRAINING/TRAIN_03282.term
287,TRAINING/TRAIN_01996.term
287,TRAINING/TRAIN_00867.term
287,TRAINING/TRAIN_00853.term
286,TRAINING/TRAIN_02297.term
286,TRAINING/TRAIN_00098.term
285,TRAINING/TRAIN_03764.term
285,TRAINING/TRAIN_02890.term
285,TRAINING/TRAIN_01630.term
284,TRAINING/TRAIN_04125.term
284,TRAINING/TRAIN_03570.term
284,TRAINING/TRAIN_03278.term
283,TRAINING/TRAIN_04184.term
283,TRAINING/TRAIN_02974.term
283,TRAINING/TRAIN_02178.term
282,TRAINING/TRAIN_03510.term
282,TRAINING/TRAIN_01992.term
282,TRAINING/TRAIN_00675.term
281,TRAINING/TRAIN_02417.term
280,TRAINING/TRAIN_03577.term
280,TRAINING/TRAIN_02464.term
279,TRAINING/TRAIN_01444.term
278,TRAINING/TRAIN_03096.term
278,TRAINING/TRAIN_01810.term
278,TRAINING/TRAIN_00420.term
278,TRAINING/TRAIN_00253.term
277,TRAINING/TRAIN_03600.term
277,TRAINING/TRAIN_02218.term
277,TRAINING/TRAIN_01745.term
276,TRAINING/TRAIN_04074.term
276,TRAINING/TRAIN_03863.term
276,TRAINING/TRAIN_02684.term
275,TRAINING/TRAIN_03616.term
274,TRAINING/TRAIN_01026.term
273,TRAINING/TRAIN_03171.term
273,TRAINING/TRAIN_02201.term
273,TRAINING/TRAIN_01957.term
273,TRAINING/TRAIN_01166.term
272,TRAINING/TRAIN_01991.term
271,TRAINING/TRAIN_02972.term
271,TRAINING/TRAIN_02815.term
271,TRAINING/TRAIN_01994.term
271,TRAINING/TRAIN_00714.term
271,TRAINING/TRAIN_00395.term
270,TRAINING/TRAIN_03002.term
270,TRAINING/TRAIN_00162.term
269,TRAINING/TRAIN_03557.term
269,TRAINING/TRAIN_03305.term
269,TRAINING/TRAIN_02724.term
269,TRAINING/TRAIN_01297.term
269,TRAINING/TRAIN_00368.term
268,TRAINING/TRAIN_04292.term
268,TRAINING/TRAIN_02927.term
268,TRAINING/TRAIN_02856.term
268,TRAINING/TRAIN_01771.term
268,TRAINING/TRAIN_01106.term
267,TRAINING/TRAIN_03125.term
267,TRAINING/TRAIN_03109.term
267,TRAINING/TRAIN_02542.term
267,TRAINING/TRAIN_02149.term
267,TRAINING/TRAIN_02062.term
267,TRAINING/TRAIN_01024.term
267,TRAINING/TRAIN_00657.term
266,TRAINING/TRAIN_03393.term
266,TRAINING/TRAIN_01421.term
266,TRAINING/TRAIN_01257.term
265,TRAINING/TRAIN_04170.term
265,TRAINING/TRAIN_03687.term
265,TRAINING/TRAIN_03677.term
265,TRAINING/TRAIN_02480.term
265,TRAINING/TRAIN_02361.term
264,TRAINING/TRAIN_03089.term
264,TRAINING/TRAIN_01458.term
263,TRAINING/TRAIN_03614.term
263,TRAINING/TRAIN_02646.term
263,TRAINING/TRAIN_02546.term
263,TRAINING/TRAIN_02526.term
263,TRAINING/TRAIN_02443.term
263,TRAINING/TRAIN_01946.term
263,TRAINING/TRAIN_01385.term
263,TRAINING/TRAIN_00585.term
263,TRAINING/TRAIN_00154.term
262,TRAINING/TRAIN_00598.term
262,TRAINING/TRAIN_00002.term
261,TRAINING/TRAIN_03168.term
261,TRAINING/TRAIN_01663.term
260,TRAINING/TRAIN_04026.term
260,TRAINING/TRAIN_04019.term
260,TRAINING/TRAIN_00511.term
259,TRAINING/TRAIN_03538.term
258,TRAINING/TRAIN_00044.term
257,TRAINING/TRAIN_03469.term
257,TRAINING/TRAIN_03341.term
257,TRAINING/TRAIN_02425.term
257,TRAINING/TRAIN_00482.term
257,TRAINING/TRAIN_00353.term
257,TRAINING/TRAIN_00241.term
256,TRAINING/TRAIN_03462.term
255,TRAINING/TRAIN_00871.term
255,TRAINING/TRAIN_00414.term
255,TRAINING/TRAIN_00331.term
254,TRAINING/TRAIN_02594.term
254,TRAINING/TRAIN_01740.term
254,TRAINING/TRAIN_01424.term
254,TRAINING/TRAIN_01278.term
254,TRAINING/TRAIN_00664.term
254,TRAINING/TRAIN_00517.term
253,TRAINING/TRAIN_03944.term
253,TRAINING/TRAIN_03661.term
253,TRAINING/TRAIN_02895.term
253,TRAINING/TRAIN_02179.term
253,TRAINING/TRAIN_02160.term
253,TRAINING/TRAIN_02056.term
253,TRAINING/TRAIN_01918.term
253,TRAINING/TRAIN_01898.term
252,TRAINING/TRAIN_03736.term
252,TRAINING/TRAIN_03378.term
252,TRAINING/TRAIN_02613.term
252,TRAINING/TRAIN_00454.term
251,TRAINING/TRAIN_03342.term
251,TRAINING/TRAIN_00608.term
250,TRAINING/TRAIN_00644.term
250,TRAINING/TRAIN_00340.term
249,TRAINING/TRAIN_04154.term
249,TRAINING/TRAIN_00229.term
248,TRAINING/TRAIN_04279.term
248,TRAINING/TRAIN_03576.term
248,TRAINING/TRAIN_03250.term
248,TRAINING/TRAIN_02848.term
248,TRAINING/TRAIN_01533.term
248,TRAINING/TRAIN_01302.term
248,TRAINING/TRAIN_01265.term
248,TRAINING/TRAIN_01215.term
248,TRAINING/TRAIN_00922.term
248,TRAINING/TRAIN_00165.term
247,TRAINING/TRAIN_03015.term
247,TRAINING/TRAIN_02671.term
247,TRAINING/TRAIN_02569.term
247,TRAINING/TRAIN_00691.term
246,TRAINING/TRAIN_03573.term
246,TRAINING/TRAIN_03263.term
246,TRAINING/TRAIN_02874.term
246,TRAINING/TRAIN_01659.term
246,TRAINING/TRAIN_01561.term
246,TRAINING/TRAIN_01489.term
245,TRAINING/TRAIN_03522.term
245,TRAINING/TRAIN_03121.term
245,TRAINING/TRAIN_02901.term
245,TRAINING/TRAIN_01614.term
245,TRAINING/TRAIN_01460.term
245,TRAINING/TRAIN_01120.term
245,TRAINING/TRAIN_01010.term
245,TRAINING/TRAIN_00800.term
245,TRAINING/TRAIN_00773.term
245,TRAINING/TRAIN_00718.term
244,TRAINING/TRAIN_04043.term
244,TRAINING/TRAIN_03639.term
244,TRAINING/TRAIN_03284.term
244,TRAINING/TRAIN_01969.term
244,TRAINING/TRAIN_01924.term
244,TRAINING/TRAIN_01543.term
243,TRAINING/TRAIN_03746.term
243,TRAINING/TRAIN_01038.term
243,TRAINING/TRAIN_00047.term
242,TRAINING/TRAIN_03053.term
242,TRAINING/TRAIN_02767.term
242,TRAINING/TRAIN_01977.term
241,TRAINING/TRAIN_03561.term
241,TRAINING/TRAIN_02225.term
241,TRAINING/TRAIN_02175.term
241,TRAINING/TRAIN_01140.term
241,TRAINING/TRAIN_00741.term
241,TRAINING/TRAIN_00054.term
240,TRAINING/TRAIN_02980.term
240,TRAINING/TRAIN_02427.term
240,TRAINING/TRAIN_00283.term
239,TRAINING/TRAIN_04142.term
239,TRAINING/TRAIN_03749.term
239,TRAINING/TRAIN_03027.term
239,TRAINING/TRAIN_02404.term
239,TRAINING/TRAIN_01294.term
239,TRAINING/TRAIN_01005.term
238,TRAINING/TRAIN_03734.term
238,TRAINING/TRAIN_02474.term
238,TRAINING/TRAIN_02208.term
238,TRAINING/TRAIN_00123.term
238,TRAINING/TRAIN_00062.term
237,TRAINING/TRAIN_03980.term
237,TRAINING/TRAIN_03744.term
236,TRAINING/TRAIN_03324.term
236,TRAINING/TRAIN_02193.term
236,TRAINING/TRAIN_01303.term
236,TRAINING/TRAIN_01240.term
236,TRAINING/TRAIN_01183.term
236,TRAINING/TRAIN_00535.term
235,TRAINING/TRAIN_02348.term
235,TRAINING/TRAIN_01694.term
235,TRAINING/TRAIN_01291.term
235,TRAINING/TRAIN_00948.term
235,TRAINING/TRAIN_00270.term
234,TRAINING/TRAIN_03658.term
234,TRAINING/TRAIN_03595.term
234,TRAINING/TRAIN_02802.term
234,TRAINING/TRAIN_01850.term
234,TRAINING/TRAIN_01492.term
233,TRAINING/TRAIN_03995.term
233,TRAINING/TRAIN_03144.term
233,TRAINING/TRAIN_01362.term
233,TRAINING/TRAIN_00236.term
232,TRAINING/TRAIN_04087.term
232,TRAINING/TRAIN_02883.term
232,TRAINING/TRAIN_02747.term
232,TRAINING/TRAIN_00719.term
232,TRAINING/TRAIN_00622.term
232,TRAINING/TRAIN_00066.term
231,TRAINING/TRAIN_03987.term
231,TRAINING/TRAIN_03346.term
231,TRAINING/TRAIN_02695.term
231,TRAINING/TRAIN_02444.term
231,TRAINING/TRAIN_01945.term
231,TRAINING/TRAIN_01811.term
231,TRAINING/TRAIN_01155.term
231,TRAINING/TRAIN_00512.term
231,TRAINING/TRAIN_00343.term
231,TRAINING/TRAIN_00061.term
230,TRAINING/TRAIN_02486.term
230,TRAINING/TRAIN_02313.term
229,TRAINING/TRAIN_03902.term
229,TRAINING/TRAIN_03298.term
229,TRAINING/TRAIN_02811.term
229,TRAINING/TRAIN_00547.term
229,TRAINING/TRAIN_00416.term
228,TRAINING/TRAIN_03652.term
228,TRAINING/TRAIN_03498.term
228,TRAINING/TRAIN_02694.term
228,TRAINING/TRAIN_00185.term
227,TRAINING/TRAIN_04287.term
227,TRAINING/TRAIN_03782.term
227,TRAINING/TRAIN_02928.term
227,TRAINING/TRAIN_02414.term
227,TRAINING/TRAIN_01611.term
227,TRAINING/TRAIN_01559.term
227,TRAINING/TRAIN_01050.term
226,TRAINING/TRAIN_03752.term
226,TRAINING/TRAIN_02787.term
226,TRAINING/TRAIN_02457.term
226,TRAINING/TRAIN_02376.term
226,TRAINING/TRAIN_01792.term
226,TRAINING/TRAIN_00068.term
225,TRAINING/TRAIN_04313.term
225,TRAINING/TRAIN_03132.term
225,TRAINING/TRAIN_03082.term
225,TRAINING/TRAIN_02397.term
225,TRAINING/TRAIN_02057.term
225,TRAINING/TRAIN_01728.term
225,TRAINING/TRAIN_00336.term
224,TRAINING/TRAIN_04210.term
224,TRAINING/TRAIN_03627.term
224,TRAINING/TRAIN_02505.term
223,TRAINING/TRAIN_03637.term
223,TRAINING/TRAIN_02823.term
